"sys_created_on","number","short_description","description","u_error_symptoms","tags"
"2025-02-26 11:22:31","INC41756594","IRIS (Integrated Rx Information System) - Unable to Login","I can't login to Iris.","","User Login"
"2025-02-26 12:03:52","INC41756809","HDP Growth IBT Camunda Application - Medflow accounts stuck, Please assign to Assign to HDP-GROWTH-IBT-CAMUNDA-SPT","Medflow accounts stuck, Please assign to Assign to HDP-GROWTH-IBT-CAMUNDA-SPT, Abhishek Pandey","Medflow accounts stuck, Please assign to Assign to HDP-GROWTH-IBT-CAMUNDA-SPT","?"
"2025-02-26 12:54:55","INC41757261","Orders not closed in IRIS","ASSIGN TO :ORX PCS SA-SPT   <Protected Information was moved to secure confidential data field in the incident record>  Product entered by customer: ","ASSIGN TO :ORX PCS SA-SPT  ","Order Issue, User Request"
"2025-02-26 13:02:11","INC41757355","Selected Issue: IRIS","Iris will not give me price checks and is doing abnormal holds when trying to process orders ","","Order Issue"
"2025-02-26 13:41:24","INC41758089","missing images ","Med comm ID:  5335603620 5335694848 5335694838 5335694824-- 5335603576--- 5335694785--- 5335694852---  Need attached to doc set ID 7706020336   order#785744024","","Image Viewer"
"2025-02-26 13:46:54","INC41758228","IRIS freezing on account trying to remove autofill","IRIS KEEPS FREEZING EVERY TIME I TRY TO MAKE NY CHANGES ","","Latency"
"2025-02-26 13:51:21","INC41758329","IRIS - Please update alert 68 and 69 queries. Please find them in attachment","IRIS Go-Live of HAZ KIT CTAG Config Change - US8149602 (PROCOMS-E-880) Please update alert 68 and 69 queries. Please find them in attachment  Product entered by customer: ","","Alert, User Request"
"2025-02-26 14:15:33","INC41759036","IRIS (Integrated Rx Information System) - Unable to View Image or take Payments","I am having a hard time with IRIS, it is not allowing me to take payments","Unable to View Image or take Payments","Image Viewer"
"2025-02-26 14:18:01","INC41758804","Need imaging payloads for below medocmm Ids","Med comm ID:  5335603620 5335694848 5335694838 5335694824 5335603576 5335694785 5335694852 ","","?"
"2025-02-26 14:25:56","INC41759150","BOT given AITs in IRIS for wrong directions erroneously","BOT given AITs in IRIS with the AIT form presenting inappropriately for wrong directions when the directions did NOT change","","?"
"2025-02-26 14:41:32","INC41759878","Requesting access to TS02","Requesting access to TS02  MSID: mkirby16 email: michael.kirby@optum.com  IRIS Role: Pharmacist","","User Request"
"2025-02-26 14:44:13","INC41759947","Iris - order not closed ","order not closed in Iris","order not closed in Iris","Order Issue"
"2025-02-26 14:54:42","INC41760273","IRIS - I cant open the details for a patient ","I cant open the details for a patient ","I cant open the details for a patient ","?"
"2025-02-26 14:56:09","INC41760312","IRIS -can not create  new account without freezing and errors ","can not create  new account without freezing and errors ","","Errors"
"2025-02-26 15:05:32","INC41760611","IRIS - Multiple Image Viewer Windows Opening","im trying to fix this issue on my iris and i tried multiple times of restarting and its still the same ","Request Processing Error","Errors, Image Viewer"
"2025-02-26 15:06:50","INC41760662","IRIS issue","iris keeps showing me error messages when saving things as well as when it comes to the customer amt i cannot see it but other can and i keep getting error pop ups","","Errors"
"2025-02-26 15:13:50","INC41760912","IRIS (Integrated Rx Information System) - kept freezing while working on an acct for a refill and update the address has to try 3 time to enter and it foroze each time was able to enter on the 4th try","iris kept freezing while working on an acct for a refill and update the address has to try 3 time to enter and it foroze each time was able to enter on the 4th try  Product entered by customer: ","kept freezing while working on an acct for a refill and update the address has to try 3 time to enter and it foroze each time was able to enter on the 4th try","Latency"
"2025-02-26 15:15:55","INC41760982","IRIS password reset","password reset","","Password"
"2025-02-26 15:21:26","INC41761162","RXS Imaging - Need image for Adalimumab to be created on Ord#785744649 for Doc Set ID 7706025629","Need image for Adalimumab to be created on Ord#785744649 for Doc Set ID 7706025629, Med Comm Id 5335763130, Message Id EMAfd2cf1b0c1e843fc9c713e75a70f2039 and linked to Rx#459694437.  Product entered by customer: Rx Imaging Assign to following workgroup: TS DS IMG (RXS)-SPT","Need image for Adalimumab to be created on Ord#785744649 for Doc Set ID 7706025629","Image Viewer, User Request"
"2025-02-26 15:22:39","INC41761206","Iris not responding","Iris not responding","","Latency"
"2025-02-26 15:30:39","INC41761460","IRIS (Integrated Rx Information System) - iris FROZE AND WOULD NOT ALLOW ME TO TAKE IT DOWN","iris FROZE AND WOULD NOT ALLOW ME TO TAKE IT DOWN so I had to take down, bring up, finish Member request and then call her back to advise ALL fixed!","iris FROZE AND WOULD NOT ALLOW ME TO TAKE IT DOWN","Latency"
"2025-02-26 15:32:09","INC41761513","IRIS TS02 - Need access","I need access for IRIS TS02","","?"
"2025-02-26 15:45:03","INC41761916","Request for Help Desk support","order closed in wms","","Order Issue"
"2025-02-26 15:58:52","INC41762239","Datafix Needed in Reference to INC41640795","In reference to INC41640795 a Datafix is needed to ensure that  1) Customer Response is updated to Approved and  2) Update the drop date if it is Null. After ad-hoc data fix, need recurring data fix until defect resolved","","Data Fix"
"2025-02-26 16:18:04","INC41762491","missing image ","User indicates an image would be under  med comm ID  5336856292  If there is an image can you please attach it to doc set ID 7706113400 ","","Image Viewer"
"2025-02-26 16:20:41","INC41763113","Iris keeps freezing or just spinning","Iris keeps freezing or just spinning","Iris keeps freezing or just spinning","Latency"
"2025-02-26 16:51:36","INC41763811","Missing images /Docset merge","Hi, Please help to load images for 1. WELLBUTRIN-XL TAB 300MG : ImageRequest: 7706026202:2EF5F0EF854C96E0E0639BBEC90A74FA with MD COMM ID: 5335717732 to DOCSET ID 7706026196 2. BELSOMRA     TAB 10MG: ImageRequest: 7706026197:2EF5F0EF854496E0E0639BBEC90A74FA with MD COMM ID:5335629478 to DOCSET ID 7706026196","","Image Viewer"
"2025-02-26 16:54:42","INC41764262","ORx Tri-PE B (Mesa) - These orders have been delivered to the patients but are still stating APS in Process in Iris","This ticket is to be worked on by ORX_dispensing_it_support_ ONLY. These orders have been delivered to the patients but are still stating APS in Process in Iris. All orders have been Force shipped and re-exported to host but that did not seem to help with the issue.  Product entered by customer: ","These orders have been delivered to the patients but are still stating APS in Process in Iris.","Order Issue"
"2025-02-26 17:22:43","INC41765124","IRIS (Integrated Rx Information System) - Launch Issues","Not seeing the dashboard in IRIS. I cleared edge cache & JAVA & then restarted the pc  Product entered by customer: Iris","Not seeing the dashboard in IRIS. I cleared edge cache & JAVA & then restarted the pc","Launch Issues, Errors"
"2025-02-26 17:37:13","INC41765564","Selected Issue: IRIS","IRIS locking up, error when trying to reopen.","","Launch Issues"
"2025-02-26 17:41:31","INC41765706","IRIS (Integrated Rx Information System) - Need IRIS Access for TS03 environment ","Please assign to IRIS-Pharmacy Central Non Prod.   Need IRIS Access for TS03 environment  EMP ID - 000914451 MSID - cgadipe1 Email ID - chandrashekar_gadipelli@optum.com Responsibilities: OM Super User CAG Maintenance Pharmacist Specialty pharmacists Drug File Maintenance PO Super User  Product entered by customer: ","Please assign to IRIS-Pharmacy Central Non Prod. ","?"
"2025-02-26 17:43:16","INC41765757","IRIS (Integrated Rx Information System) - Need IRIS Access for TS03 environment ","Please assign to IRIS-Pharmacy Central Non Prod.   Need IRIS Access for TS03 environment  EMP ID - 002293638 MSID - as183 Email ID - anantharaaman_s@optum.com Responsibilities: OM Super User CAG Maintenance Pharmacist Specialty pharmacists Drug File Maintenance PO Super User  Product entered by customer: ","Need IRIS Access for TS03 environment ","?"
"2025-02-26 17:45:14","INC41765800","IRIS (Integrated Rx Information System) - Need IRIS Access for TS03 environment ","Please assign to IRIS-Pharmacy Central Non Prod.   Need IRIS Access for TS03 environment  EMP ID - 002181619 MSID - Schoutap Email ID - srikanth_choutapally@optum.com Responsibilities: OM Super User CAG Maintenance Pharmacist Specialty pharmacists Drug File Maintenance PO Super User  Product entered by customer: ","Need IRIS Access for TS03 environment ","?"
"2025-02-26 17:52:30","INC41765985","IRIS Image Viewer - IRIS window viewer","IRIS window viewer","keep getting multple windows for image viewer","Image Viewer"
"2025-02-26 18:16:40","INC41766721","IRIS (Integrated Rx Information System) -  stuck in APS In Process.","Need Iris O#779584246 closed that is stuck in APS In Process.","tuck in APS In Process.","?"
"2025-02-26 18:22:32","INC41766873","IRIS - Account number is getting internal error when trying to add payment card.","Please escalate to IRIS team.  Account number 465704012 is getting internal error when trying to add payment card.  Not my system issue but just this account. ","","User Login, Payment"
"2025-02-26 18:25:20","INC41766946","(OBO) - Selected Issue: IRIS","submitted ticket IRIS keeps locking and freezing I backed out and logged off reboot and when i log back in it tells me the files are being worked on by me and I cant access or it will lock? Everything goes around and around to process but either never finishes the circle of death or it never processes it stops and does not finish","","User Login"
"2025-02-26 18:34:11","INC41767181","IRIS (Integrated Rx Information System) - Need IRIS Access for TS03 environment ","Please assign to IRIS-Pharmacy Central Non Prod.   Need IRIS Access for TS03 environment  EMP ID - 002288319 MSID - ssin1307 Email ID - sachindhrum_singh@optum.com Responsibilities: OM Super User CAG Maintenance Pharmacist Specialty pharmacists Drug File Maintenance PO Super User  Product entered by customer: ","Need IRIS Access for TS03 environment ","?"
